name,calories,protein,carbs,fat,last_updated,source_url,serving_size
Fish And Chips (Variant 1),314,N/A,10,314,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Broasted Bucket (Variant 1),192,N/A,10,10,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Mackintosh Iso Pro (Variant 1),241,N/A,22,7,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Biscoff Softies (Variant 3),208,N/A,19,8,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Milk Chocolate Pro (Variant 1),177,N/A,18,5,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Brownie Choco (Variant 1),268,N/A,17,12,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Mix Brownie (Variant 1),289,N/A,13,289,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Speculoos Cake Pro (Variant 1),270,N/A,30,10,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Speculoos Biscuits Pro (Variant 1),257,N/A,29,9,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
BBQ Chicken Pizza (Variant 1),512,N/A,53,16,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Pesto Pizza (Variant 1),428,N/A,55,12,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Zattar Pizza (Variant 1),390,N/A,57,10,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Iso Pro Hot Chocolate (Variant 1),128,N/A,7,128,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Milk Chocolate Milk Shake Iso Pro (Variant 1),200,N/A,15,6,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Kinder Bueno Milkshake (Variant 1),226,N/A,18,6,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Egg With Salami Muffin (Variant 1),330,N/A,10,330,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Club Sandwich (Variant 1),441,N/A,50,12,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Turkey Sandwich (Variant 1),308,N/A,26.7,8.94,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Egg And Beef Bacon (Variant 1),382,N/A,35,14,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Croon Burger (Variant 1),388,N/A,40,12,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Croon Chicken (Variant 1),434,N/A,45,14,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Crispy Fries (Variant 1),N/A,N/A,8,232,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Tee's Fries (Variant 1),281,N/A,17,281,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Truffle Parmesan Fries (Variant 1),232,N/A,36,8,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
French Fries (Variant 3),259,N/A,11,259,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Sweet Potato (Variant 2),222,N/A,28,11,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Amazing,213,N/A,30,9,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Cajun Fries (Variant 1),222,N/A,28,11,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Black Cheesy Bites (Variant 2),258,N/A,21,15,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Black Cheesy Bites (Variant 3),205,N/A,5,205,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Mushroom Fries (Variant 2),N/A,N/A,10,250,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Tokyo Fries (Variant 2),242,N/A,36,9,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Tokyo Fries (Variant 3),224,N/A,8,224,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Pecan Cookies (Variant 1),174,N/A,25,6,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Oreo Cheesecake (Variant 1),104,10,7,N/A,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
French Toast (Variant 1),231,N/A,23,11,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Snickers Bars (Variant 1),180,N/A,17,8,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Twix Protein Bar (Variant 1),209,N/A,9,209,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Oreo Donut Pro (Variant 1),266,N/A,25,14,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Burnt Toffee (Variant 1),178,N/A,178.9,N/A,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Cinnamon Pro (Variant 1),220,N/A,26,8,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Chocolate Swirl (Variant 1),250,N/A,28,10,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Keto Brownie (Variant 1),170,N/A,6,14,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Protein Pecan Lotus Bars (Variant 1),N/A,10,16.6,11.8,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
Biscoff Cheesecake Protein (Variant 1),104,N/A,7,N/A,2024-12-31 21:54:11,https://www.talabat.com/kuwait/restaurant/674628/QIBLA?&aid=50,N/A
